,id,object_name,chain,object_type,address,number,latitude,longitude,district
10780,179664,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, Ясный проезд, дом 10",0,55.873885,37.629215,Южное Медведково
10781,185246,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, Широкая улица, дом 6",0,55.887195,37.649256,Северное Медведково
10782,182548,Кафе,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 16",90,55.857321,37.585673,Отрадное
10783,174955,Шаурма в пите,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 16",0,55.857321,37.585673,Отрадное
10784,175635,Кафе Свои люди,нет,кафе,"город Москва, Белозерская улица, дом 17Г",42,55.896019,37.6198,Бибирево
10785,175638,Кафе Ани,нет,кафе,"город Москва, Белозерская улица, дом 17Г",98,55.896019,37.6198,Бибирево
10786,175471,СТОЛОВАЯ ШКОЛА 1485 (Созвездие),нет,столовая,"город Москва, улица 26-ти Бакинских Комиссаров, дом 3, корпус 4",150,55.657113,37.487676,Тропарёво-Никулино
10787,175193,Буфет,нет,буфет,"город Москва, Флотская улица, дом 25",10,55.86159,37.513188,Головинский
10788,175527,Столовая,нет,столовая,"город Москва, 2-й Балтийский переулок, дом 3",20,55.808361,37.523339,Аэропорт
10789,175786,Кафе,нет,предприятие быстрого обслуживания,"город Москва, Ленинградское шоссе, дом 196",24,55.925677,37.386409,Молжаниновский
10790,175598,Буфет,нет,буфет,"город Москва, Вятская улица, дом 41",0,55.800271,37.57678,Савёловский
10791,175599,Буфет,нет,буфет,"город Москва, Вятская улица, дом 28",0,55.795707,37.582484,Савёловский
10792,189692,Кафе «Пекарня»,нет,кафе,"город Москва, Петрозаводская улица, дом 34",30,55.867581,37.489059,Ховрино
10793,185235,Суши TAK Amura,нет,закусочная,"город Москва, Россошанский проезд, дом 3",4,55.600974,37.609191,Чертаново Южное
10794,173560,Предприятие быстрого питания,нет,предприятие быстрого обслуживания,"город Москва, Джанкойская улица, дом 1, строение 4",0,55.540414,37.572827,Южное Бутово
10795,175954,Качаторе,нет,ресторан,"город Москва, Берсеневская набережная, дом 16, строение 9",40,55.743056,37.610287,Якиманка
10796,173055,Домино'с Пицца,да,кафе,"город Москва, улица Большая Полянка, дом 51А/9",14,55.7322,37.620869,Якиманка
10797,180789,Кафе «Дафеншо»,нет,ресторан,"город Москва, Ленинский проспект, дом 15",120,55.720129,37.599956,Донской
10798,180779,Бар «Лиса и Гусь»,нет,бар,"город Москва, Ленинский проспект, дом 15",40,55.720129,37.599956,Донской
10799,186950,Domino-s Pizza,нет,кафе,"город Москва, улица Фомичёвой, дом 1А",17,55.858579,37.448267,Северное Тушино
10800,187739,Кафе Кампуз,нет,кафе,"город Москва, Хорошёвское шоссе, дом 35, корпус 1",24,55.777474,37.521704,Хорошёвский
10801,187354,Hookah Place,нет,ресторан,"город Москва, улица Розанова, дом 4",16,55.772927,37.542536,Хорошёвский
10802,187060,Таксо Пицца,нет,кафе,"город Москва, улица Розанова, дом 4",6,55.772927,37.542536,Хорошёвский
10803,189840,Кафе «Emivi»,нет,кафе,"город Москва, Малый Конюшковский переулок, дом 2",46,55.75824,37.580193,Пресненский
10804,183071,Private lounge,нет,кафе,"город Москва, улица Стромынка, дом 11",14,55.794001,37.692231,Сокольники
10805,183073,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, улица Гастелло, дом 44, строение 20",7,55.782694,37.694046,Сокольники
10806,183291,Healthy food,да,кафе,"город Москва, 3-я Рыбинская улица, дом 18, строение 2",2,55.790514,37.660153,Сокольники
10807,183383,Coffe Point,нет,кафетерий,"город Москва, 3-я Рыбинская улица, дом 18, строение 2",0,55.790514,37.660153,Сокольники
10808,27484,ГБОУ Школа № 319,нет,столовая,"город Москва, Щёлковское шоссе, дом 29А",230,55.81083,37.778919,Гольяново
10809,175545,Шишка,нет,бар,"город Москва, Новая Басманная улица, дом 23, строение 3",46,55.770193,37.660781,Красносельский
10810,175134,КАФЕ,нет,кафе,"город Москва, улица Кржижановского, дом 14, корпус 2",30,55.679235,37.567842,Академический
10811,175144,Статус,нет,ресторан,"город Москва, Херсонская улица, дом 20, корпус 1",50,55.652806,37.564374,Черёмушки
10812,180681,Пекарня 1,нет,кафе,"город Москва, Херсонская улица, дом 20, корпус 1",0,55.652806,37.564374,Черёмушки
10813,179933,Yokoso,нет,кафе,"город Москва, улица Цюрупы, дом 28",5,55.667198,37.567087,Черёмушки
10814,182846,Кафе Китайской кухни QILIXIANG,нет,кафе,"город Москва, Большая Спасская улица, дом 8, строение 1А",32,55.775677,37.64321,Красносельский
10815,175553,Чичико,нет,кафе,"город Москва, Мясницкая улица, дом 37, строение 3",48,55.766942,37.640767,Красносельский
10816,185809,Столовая ГБОУ Школа № 1515,нет,столовая,"город Москва, бульвар Генерала Карбышева, дом 10, корпус 4",80,55.778679,37.474417,Хорошёво-Мнёвники
10817,177470,Столовая ГБОУ Школа № 1522 имени В.И.Чуркина,нет,столовая,"город Москва, улица Народного Ополчения, дом 16, корпус 4",80,55.772846,37.482214,Хорошёво-Мнёвники
10818,183999,СТОЛОВАЯ КОЛЛЕДЖ 46,нет,столовая,"город Москва, улица Паршина, дом 8",250,55.789603,37.45911,Хорошёво-Мнёвники
10819,189830,Кафе «СеверСити»,нет,ресторан,"город Москва, улица Паршина, дом 16",30,55.789391,37.451366,Хорошёво-Мнёвники
10820,188847,Dream Lounge Moscow Кальянная,нет,кафе,"город Москва, улица Берзарина, дом 12",35,55.787867,37.489257,Щукино
10821,182757,ГолдПицца,нет,ресторан,"город Москва, Карамышевская набережная, дом 56, корпус 2, строение 1",0,55.775383,37.461957,Хорошёво-Мнёвники
10822,21396,Столовая ГБОУ «Немецкая школа № 1212»,нет,столовая,"город Москва, 1-й Волоколамский проезд, дом 9, корпус 1",100,55.801268,37.490919,Щукино
10823,144848,Чайхона,нет,кафе,"город Москва, Каланчёвская улица, дом 14, строение 1",70,55.776943,37.649058,Красносельский
10824,188909,Адриана,нет,кафе,"город Москва, Краснобогатырская улица, дом 13",50,55.815276,37.693947,Богородское
10825,175708,Буфет,нет,буфет,"город Москва, 5-я Парковая улица, дом 60",12,55.805968,37.789537,Северное Измайлово
10826,28845,СТОЛОВАЯ ШКОЛЫ 688,нет,столовая,"город Москва, 8-я улица Соколиной Горы, дом 5А",96,55.768532,37.733257,Соколиная Гора
10827,20946,БУФЕТ ПРИ МЕДУЧИЛИЩЕ,нет,буфет,"город Москва, 9-я улица Соколиной Горы, дом 3А",58,55.771834,37.729574,Соколиная Гора
10828,182763,Хлеб (Пекарня),нет,магазин (отдел кулинарии),"город Москва, улица Свободы, дом 48, строение 1",0,55.848427,37.454304,Южное Тушино
10829,187042,Пекарня «Хлебница»,нет,магазин (отдел кулинарии),"город Москва, 9-я Парковая улица, дом 33",4,55.798298,37.798574,Измайлово
10830,183870,ШашлычОк и Выпечка,нет,закусочная,"город Москва, 9-я Парковая улица, дом 66, корпус 4",0,55.80744,37.801197,Северное Измайлово
10831,183955,Яндекс Еда,нет,предприятие быстрого обслуживания,"город Москва, Сиреневый бульвар, дом 21",0,55.803221,37.79154,Северное Измайлово
10832,176966,Ритм и Вкус,нет,кафе,"город Москва, 9-я Парковая улица, дом 62",18,55.805295,37.801161,Северное Измайлово
10833,182940,Дом №5,нет,закусочная,"город Москва, 4-я Магистральная улица, дом 5, строение 1",20,55.774512,37.520563,Хорошёвский
10834,186630,Калинка,нет,ресторан,"город Москва, Ленинский проспект, дом 158",170,55.651186,37.483095,Тропарёво-Никулино
10835,23837,ШКОЛА 804,нет,столовая,"город Москва, город Зеленоград, корпус 163",160,56.006301,37.21095,Матушкино
10836,23536,СТОЛОВАЯ УИПИМСА,нет,столовая,"город Москва, город Зеленоград, 1-й Западный проезд, дом 11, строение 2",100,56.01164,37.190379,Матушкино
10837,23848,ШКОЛА 1710,нет,столовая,"город Москва, город Зеленоград, корпус 428А",100,55.993484,37.205632,Матушкино
10838,29477,ГБОУ г.Москвы школа № 854,нет,столовая,"город Москва, город Зеленоград, корпус 621А",160,55.991108,37.233534,Савёлки
10839,29482,ГБОУ г.Москвы школа № 845,нет,столовая,"город Москва, город Зеленоград, корпус 344А",180,55.99424,37.222386,Савёлки
10840,23838,ШКОЛА 842,нет,столовая,"город Москва, город Зеленоград, корпус 142",160,56.005848,37.211821,Матушкино
10841,29110,ГБОУ г.Москвы школа № 854,нет,столовая,"город Москва, город Зеленоград, корпус 711",100,55.986279,37.232599,Савёлки
10842,23850,НЕГОСУДАРСТВЕННАЯ ШКОЛА «ГАРМОНИЯ»,нет,столовая,"город Москва, город Зеленоград, корпус 421А",40,55.997175,37.205506,Матушкино
10843,23378,ШКОЛА 1703,нет,столовая,"город Москва, город Зеленоград, Берёзовая аллея, дом 9А",100,55.994099,37.203494,Матушкино
10844,23370,ЦСО ЗЕЛЕНОГРАДСКИЙ,нет,столовая,"город Москва, город Зеленоград, корпус 205А",60,56.004947,37.200925,Матушкино
10845,187675,Небесный Тихоход,нет,ресторан,"город Москва, Ленинградский проспект, дом 37, корпус 5",64,55.794619,37.54285,Хорошёвский
10846,182968,Кофе Fix Price,нет,предприятие быстрого обслуживания,"город Москва, 1-й Боткинский проезд, дом 7, строение 1",0,55.784926,37.55725,Беговой
10847,187665,Кафе Патриот,нет,кафе,"город Москва, Ленинградский проспект, дом 39, строение 1",28,55.790555,37.539868,Хорошёвский
10848,141469,Berikoni,нет,ресторан,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 4, корпус 3",80,55.675352,37.470662,Тропарёво-Никулино
10849,186373,LA CASA DEL VINO,нет,ресторан,"город Москва, улица Раменки, дом 5",50,55.692587,37.49488,Раменки
10850,185596,Москва Поет,нет,ресторан,"город Москва, Хорошёвское шоссе, дом 68",32,55.778056,37.526483,Хорошёвский
10851,185546,Шаурма,нет,закусочная,"город Москва, Хорошёвское шоссе, дом 68",0,55.778056,37.526483,Хорошёвский
10852,187668,Баркас,нет,кафетерий,"Ленинградский проспект, дом 39, строение 2",10,55.790555,37.539868,Хорошёвский
10853,188046,Голубка,нет,кафе,"город Москва, улица Малая Дмитровка, дом 3",45,55.767028,37.605921,Тверской
10854,173285,Московский,нет,ресторан,"город Москва, Моховая улица, дом 15/1, строение 1",118,55.756584,37.613781,Тверской
10855,184336,Сатва,нет,кафе,"город Москва, улица Куусинена, дом 19А",20,55.787968,37.511257,Хорошёвский
10856,180362,Золотая лошадь,нет,ресторан,"город Москва, Беговая улица, дом 22",96,55.778765,37.559379,Беговой
10857,177672,White Eagles Pub,нет,бар,"город Москва, Козицкий переулок, дом 1А, строение 2",90,55.764784,37.60814,Тверской
10858,174058,Кофейня «Соловей»,нет,кафе,"город Москва, 2-я Рощинская улица, дом 4",8,55.709632,37.616917,Даниловский
10859,89378,Хинкальная,да,кафе,"город Москва, Столешников переулок, дом 6, строение 5",90,55.761999,37.6122,Тверской
10860,180479,Столовая 16-й корпус,нет,столовая,"город Москва, Павловская улица, дом 25, строение 16",38,55.715388,37.631344,Даниловский
10861,174713,Рюмочная,нет,буфет,"город Москва, Пятницкий переулок, дом 10, строение 1",20,55.742656,37.629664,Замоскворечье
10862,184137,Комета бар,нет,бар,"город Москва, Пятницкий переулок, дом 10, строение 1",15,55.742656,37.629664,Замоскворечье
10863,175174,Чайная и Кальянная,нет,бар,"город Москва, Пятницкая улица, дом 41, строение 2",10,55.737649,37.62872,Замоскворечье
10864,181779,Булочная-пекарня,нет,кафе,"город Москва, Изумрудная улица, дом 3, строение 2",10,55.869556,37.678128,Лосиноостровский
10865,189672,Фактура бар,нет,бар,"город Москва, Большая Новодмитровская улица, дом 36, строение 4",60,55.804739,37.585925,Бутырский
10866,185569,Кафе,нет,ресторан,"город Москва, Пятницкая улица, дом 2/38, строение 1",30,55.745519,37.626412,Замоскворечье
10867,178259,Пекарня,нет,буфет,"город Москва, Солнцевский проспект, дом 2, строение 3",0,55.652578,37.396865,Солнцево
10868,180963,Кофе Ти,нет,кафетерий,"город Москва, Каширский проезд, дом 5",3,55.660856,37.624705,Нагатино-Садовники
10869,185403,Хорошая столовая,нет,столовая,"город Москва, проезд Добролюбова, дом 3, строение 3",40,55.81045,37.590362,Бутырский
10870,72081,Столовая в школе 1194 корп.1548 (ранее УВК 1639),нет,столовая,"город Москва, город Зеленоград, корпус 1548",100,55.979364,37.154778,Крюково
10871,174063,Кафе «Шашлычок»,нет,кафе,"город Москва, город Зеленоград, корпус 1543",16,55.978433,37.155551,Крюково
10872,174064,Хинкалико,нет,кафе,"город Москва, город Зеленоград, корпус 1543",35,55.978433,37.155551,Крюково
10873,187090,Кафе Louis Vuitton,нет,кафе,"город Москва, Красная площадь, дом 3",100,55.754638,37.621633,Тверской
10874,186961,Bosco Cafe,нет,бар,"город Москва, Красная площадь, дом 3",50,55.754638,37.621633,Тверской
10875,186969,Bosco Bar,нет,бар,"город Москва, Красная площадь, дом 3",50,55.754638,37.621633,Тверской
10876,186973,Кафе у фонтана,нет,бар,"город Москва, Красная площадь, дом 3",70,55.754638,37.621633,Тверской
10877,185567,Metafora Bar,нет,бар,"город Москва, Покровский бульвар, дом 8, строение 1",75,55.757303,37.646588,Басманный
10878,187179,Смузи-Бар «Ешь Фрукт»,нет,бар,"город Москва, улица Маросейка, дом 4/2, строение 1",1,55.757409,37.633688,Басманный
10879,187182,Тайская кухня «Том-Ям»,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",4,55.757409,37.633688,Басманный
10880,187231,Пита-пита,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10881,187200,Лапша Тянем-Потянем,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",5,55.757409,37.633688,Басманный
10882,187201,"Суши, мидии, устрицы",нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",5,55.757409,37.633688,Басманный
10883,187202,Венахи,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",8,55.757409,37.633688,Басманный
10884,187204,Табу бар вайн,нет,бар,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10885,187206,Копченый цех,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10886,187435,Сибирская кухня «Некрайний север»,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10887,187538,Bob's Your Uncle,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",20,55.757409,37.633688,Басманный
10888,187542,Раменная,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10889,187545,Pho Viet,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",20,55.757409,37.633688,Басманный
10890,187551,Buffalo's & Tacodor,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10891,187554,Soul Seoul,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",20,55.757409,37.633688,Басманный
10892,187191,Жарим-шпарим,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",5,55.757409,37.633688,Басманный
10893,187446,Poutinerie,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10894,187450,MixSalad,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",10,55.757409,37.633688,Басманный
10895,187453,Гранатовый сок,нет,кафетерий,"город Москва, улица Маросейка, дом 4/2, строение 1",5,55.757409,37.633688,Басманный
10896,187457,Облепиха,нет,кафетерий,"город Москва, улица Маросейка, дом 4/2, строение 1",5,55.757409,37.633688,Басманный
10897,187465,Аргентинская кухня «El Guacho»,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10898,187235,Thali&Dosa,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10899,187237,Кухня из сезонных продуктов,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",15,55.757409,37.633688,Басманный
10900,187902,LunchJoy Ресторан Китайской Кухни,нет,кафе,"город Москва, улица Казакова, дом 8, строение 2",30,55.762703,37.661213,Басманный
10901,180516,Шашлычок 24,нет,кафе,"город Москва, улица Сергия Радонежского, дом 29-31, строение 4",70,55.747125,37.679484,Таганский
10902,177507,Пицца,нет,предприятие быстрого обслуживания,"город Москва, Саянская улица, дом 8А",4,55.767094,37.828757,Ивановское
10903,181127,Сели-Поели,нет,кафе,"город Москва, Электродный проезд, дом 16",7,55.759866,37.752904,Соколиная Гора
10904,181124,Кафе 2.0,нет,кафе,"город Москва, Электродный проезд, дом 16",5,55.759866,37.752904,Соколиная Гора
10905,180668,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, шоссе Энтузиастов, дом 98Б",0,55.771894,37.83271,Ивановское
10906,148582,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, Саянская улица, дом 9Б",0,55.769707,37.832629,Ивановское
10907,189650,Кафе,нет,кафе,"город Москва, Саянская улица, дом 2А",40,55.767139,37.824149,Ивановское
10908,190487,Шашлыкян,нет,предприятие быстрого обслуживания,"город Москва, Кетчерская улица, дом 4А",2,55.742478,37.820915,Вешняки
10909,190490,Пекарня «Хлебница»,нет,кафетерий,"город Москва, Кетчерская улица, дом 4А",4,55.742478,37.820915,Вешняки
10910,173387,Кальянная,нет,кафе,"город Москва, Зелёный проспект, дом 1А",40,55.748123,37.766639,Перово
10911,28547,Столовая при школе № 647,нет,столовая,"город Москва, 5-я улица Соколиной Горы, дом 14",80,55.762971,37.737695,Соколиная Гора
10912,173595,Бистро 24,нет,предприятие быстрого обслуживания,"город Москва, Зелёный проспект, дом 91",0,55.750656,37.824877,Ивановское
10913,175184,Бар,нет,бар,"город Москва, улица Старый Гай, дом 8А",0,55.740294,37.827769,Вешняки
10914,188408,Пекарня на дровах,нет,кафетерий,"город Москва, Вешняковская улица, дом 39Г",25,55.718136,37.826161,Вешняки
10915,187507,Океан Суши,нет,предприятие быстрого обслуживания,"город Москва, Вешняковская улица, дом 39Г",6,55.718136,37.826161,Вешняки
10916,187503,СушиStore,нет,предприятие быстрого обслуживания,"город Москва, Снайперская улица, дом 9А",6,55.721305,37.814627,Вешняки
10917,190840,Берёзка,нет,кафетерий,"город Москва, Мартеновская улица, дом 25",0,55.749841,37.802562,Новогиреево
10918,188467,Пекарня «Изюминка»,нет,кафетерий,"город Москва, Вешняковская улица, дом 17Б",9,55.734597,37.831964,Вешняки
10919,173591,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, улица Молостовых, дом 3Б",0,55.762515,37.833096,Ивановское
10920,130887,Бухара,нет,ресторан,"город Москва, Ясеневая улица, дом 19, корпус 1",90,55.603527,37.73058,Орехово-Борисово Южное
10921,180697,Донеретт,нет,предприятие быстрого обслуживания,"город Москва, Ясеневая улица, дом 32, корпус 3",0,55.602993,37.740246,Орехово-Борисово Южное
10922,180672,Шаверма DONER MASTER,нет,предприятие быстрого обслуживания,"город Москва, Шипиловская улица, дом 53, корпус 2",0,55.622477,37.745969,Зябликово
10923,183290,Рандом кафе,нет,кафе,"город Москва, улица Генерала Белова, дом 19, корпус 4",5,55.617779,37.719369,Орехово-Борисово Северное
10924,180761,Горячая выпечка,нет,закусочная,"город Москва, Ореховый бульвар, дом 7, корпус 1, строение 2",3,55.610056,37.708212,Орехово-Борисово Северное
10925,175207,Pizza 24 express,нет,кафе,"город Москва, Бакинская улица, дом 6",21,55.626345,37.65638,Царицыно
10926,173955,Шаверма,нет,предприятие быстрого обслуживания,"город Москва, улица Мусы Джалиля, дом 15, строение 2",0,55.624332,37.743983,Зябликово
10927,174432,Донер Кебаб,нет,предприятие быстрого обслуживания,"город Москва, Ореховый бульвар, дом 53, корпус 2",0,55.614678,37.748601,Зябликово
10928,183722,Кафе «Барбарис»,нет,кафе,"город Москва, Липецкая улица, дом 32",18,55.589814,37.6729,Бирюлёво Восточное
10929,189845,"Бар «Налей,медведь»",нет,бар,"город Москва, Борисовский проезд, дом 24, строение 2",15,55.624947,37.726825,Орехово-Борисово Северное
10930,175941,Столовая Школа №939,нет,столовая,"город Москва, Шипиловская улица, дом 27, корпус 2",110,55.622441,37.724202,Орехово-Борисово Северное
10931,175940,Столовая Школы № 939,нет,столовая,"город Москва, Борисовский проезд, дом 40, корпус 2",180,55.616163,37.72573,Орехово-Борисово Северное
10932,175944,Столовая Школа №937,нет,столовая,"город Москва, улица Маршала Захарова, дом 25, корпус 2",200,55.619244,37.701134,Орехово-Борисово Северное
10933,175974,Столовая Школы № 996,нет,столовая,"город Москва, Борисовский проезд, дом 13",186,55.626614,37.723358,Орехово-Борисово Северное
10934,189466,Кафе «Березка»,нет,кафе,"город Москва, Касимовская улица, дом 31, корпус 1",26,55.5931,37.657341,Бирюлёво Восточное
10935,190425,Бар «Кружка Паб»,нет,бар,"город Москва, Луганская улица, дом 10",44,55.622436,37.667582,Царицыно
10936,177171,Закусочная «Донеретто»,нет,закусочная,"город Москва, Загорьевская улица, дом 3, корпус 2",0,55.58123,37.676439,Бирюлёво Восточное
10937,185188,Бистро,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 45",0,55.679945,37.625289,Нагатино-Садовники
10938,180608,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 51, корпус 3",0,55.640462,37.690713,Москворечье-Сабурово
10939,190744,Аладин,нет,ресторан,"город Москва, Каширское шоссе, дом 10, корпус 1, строение 1",49,55.666335,37.628289,Нагатино-Садовники
10940,180284,Шаурма,нет,закусочная,"город Москва, Михневская улица, дом 7, корпус 2",0,55.58354,37.662668,Бирюлёво Восточное
10941,175155,"Шаурма,пирожки",нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 59А",0,55.675641,37.626951,Нагатино-Садовники
10942,173143,Пицца «Паоло»,нет,предприятие быстрого обслуживания,"город Москва, Кустанайская улица, дом 6",0,55.619574,37.752149,Зябликово
10943,183315,Шаверма,нет,предприятие быстрого обслуживания,"город Москва, улица Москворечье, дом 14",0,55.644374,37.662883,Москворечье-Сабурово
10944,179578,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, улица Москворечье, дом 31, корпус 2",0,55.645949,37.659793,Москворечье-Сабурово
10945,173441,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, улица Москворечье, дом 23",0,55.644608,37.654457,Москворечье-Сабурово
10946,172883,Чайхона,нет,кафе,"город Москва, улица Генерала Белова, дом 18Б",120,55.609248,37.722684,Орехово-Борисово Южное
10947,189312,Марков Двор,нет,предприятие быстрого обслуживания,"город Москва, улица Мастеркова, дом 4",0,55.708496,37.656613,Даниловский
10948,186207,Кафе «Mangal house»,нет,предприятие быстрого обслуживания,"город Москва, улица Мастеркова, дом 4",10,55.708496,37.656613,Даниловский
10949,188355,Центральная станция,нет,бар,"город Москва, улица Ленинская Слобода, дом 19, корпус 2",60,55.706954,37.649076,Даниловский
10950,183217,Кафе «Баязет»,нет,кафе,"город Москва, улица Ленинская Слобода, дом 5",40,55.71232,37.662803,Даниловский
10951,184872,Пекарня,нет,кафетерий,"город Москва, 1-й Автозаводский проезд, дом 5",4,55.704844,37.657296,Даниловский
10952,175600,БУФЕТ при Школе искусств им. С. Мамонтова,нет,буфет,"город Москва, Ярославское шоссе, дом 65",6,55.866207,37.701762,Ярославский
10953,175218,КАФЕ,нет,кафе,"город Москва, Малахитовая улица, дом 14, строение 1",12,55.829638,37.666144,Ростокино
10954,187775,"ЧАЙХАНА, ПИРОГ ХАУЗ",нет,кафе,"город Москва, Малахитовая улица, дом 3",20,55.833132,37.656829,Ростокино
10955,187468,Love Coffee,нет,предприятие быстрого обслуживания,"город Москва, улица Мастеркова, дом 4",0,55.708496,37.656613,Даниловский
10956,186385,Чайхана «Баракат»,нет,закусочная,"город Москва, улица Мастеркова, дом 4",20,55.708496,37.656613,Даниловский
10957,185370,ПЕКАРНЯ,нет,кафе,"город Москва, Малахитовая улица, дом 7",40,55.832925,37.657574,Ростокино
10958,173467,КАФЕ,нет,кафе,"город Москва, Сельскохозяйственная улица, дом 17, корпус 4",28,55.838061,37.633284,Ростокино
10959,173155,Город-Сад,нет,кафе,"Садовая-Сухаревская улица, дом 2/34, строение 2",30,55.773317,37.621947,Мещанский
10960,174813,Донер,нет,кафе,"город Москва, улица Щепкина, дом 47, строение 1",0,55.781322,37.629062,Мещанский
10961,185893,МиЛя,нет,кафе,"город Москва, Новоалексеевская улица, дом 12, строение 1",27,55.808371,37.644944,Алексеевский
10962,175914,Столовая пр Центре проектного творчества Старт-Про,нет,столовая,"город Москва, Протопоповский переулок, дом 5",20,55.780542,37.63632,Мещанский
10963,175579,ШАУРМА. ГРИЛЬ,нет,кафе,"город Москва, улица Горбунова, дом 7, корпус 2",1,55.722172,37.388762,Можайский
10964,180642,Спорт-бар,нет,бар,"город Москва, Кастанаевская улица, дом 51, корпус 2",18,55.7315,37.460385,Фили-Давыдково
10965,177650,Ирландский Паб,да,кафе,"город Москва, Ярцевская улица, дом 22, строение 1",98,55.738363,37.413484,Кунцево
10966,183008,Бмле,нет,буфет,"город Москва, Партизанская улица, дом 25",32,55.735885,37.411086,Кунцево
10967,173859,Таксим,нет,кафе,"город Москва, улица Арбат, дом 21, строение 1",50,55.750621,37.595734,Арбат
10968,180408,Бельгийская картошка,нет,предприятие быстрого обслуживания,"город Москва, улица Арбат, дом 2/1",0,55.752409,37.599597,Арбат
10969,179100,KillFish,нет,бар,"город Москва, улица Арбат, дом 22/2, строение 4",25,55.75015,37.593183,Арбат
10970,173860,Таксим,нет,кафе,"город Москва, улица Новый Арбат, дом 15",250,55.752141,37.592411,Арбат
10971,189020,Любовь и Сладости,нет,кафе,"город Москва, улица Новый Арбат, дом 15",6,55.752141,37.592411,Арбат
10972,173032,Нар,нет,ресторан,"город Москва, улица Новый Арбат, дом 21, строение 2",45,55.751568,37.586015,Арбат
10973,189763,Самсахана,нет,кафе,"город Москва, улица Маршала Чуйкова, дом 14",10,55.701729,37.762498,Кузьминки
10974,185536,СмокПоинт,нет,кафе,"город Москва, улица Юных Ленинцев, дом 87, строение 1",6,55.69935,37.773924,Кузьминки
10975,185223,Master Gyros,нет,кафе,"город Москва, улица Юных Ленинцев, дом 117, корпус 1, строение 1",12,55.697615,37.78677,Кузьминки
10976,188970,ГБОУ СОШ № 641 им. Сергея Есенина,нет,столовая,"город Москва, улица Юных Ленинцев, дом 48, корпус 2",190,55.699578,37.760692,Кузьминки
10977,179336,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, улица Юных Ленинцев, дом 43/33, строение 2",0,55.701247,37.754458,Кузьминки
10978,188968,«ГБОУ «Школа с углубленным изучением английского языка» №1208»,нет,столовая,"город Москва, улица Шумилова, дом 9",160,55.708298,37.775811,Кузьминки
10979,185195,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, Волгоградский проспект, дом 102",0,55.703799,37.77361,Кузьминки
10980,179283,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, улица Юных Ленинцев, дом 89, корпус 1",0,55.699279,37.774912,Кузьминки
10981,179343,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, улица Юных Ленинцев, дом 115",0,55.697762,37.785665,Кузьминки
10982,179679,Японская кулинария,нет,предприятие быстрого обслуживания,"город Москва, Зеленодольская улица, дом 40",0,55.704098,37.765785,Кузьминки
10983,189131,"Донер, выпечка",нет,предприятие быстрого обслуживания,"город Москва, улица Гурьянова, дом 75, строение 2",0,55.67689,37.71998,Печатники
10984,20875,ГП ШБС «ЛЮБЛИНО» ШК. 482,нет,столовая,"город Москва, 1-я улица Текстильщиков, дом 5/8",84,55.701618,37.736455,Текстильщики
